,date,minTemp,maxTemp,percipitation,wind,windGust,drop,snowday
0,12/1/2017,1.0137777092814158,0.7295789716361638,-0.22067980274479526,-0.8827053769191826,-0.3836529391387013,False,False
1,12/2/2017,0.06707666581890039,0.34473610606397376,-0.41278202536258557,-1.2894365062208317,-1.4281602878752109,True,False
2,12/3/2017,0.3827995928629526,0.344589777978205,-0.41278202536258557,-1.6469623021778823,-2.118882889459032,True,False
3,12/4/2017,0.2108280429717932,0.5978836944441493,-0.41278202536258557,-1.2604233138997174,-1.5561966725590417,False,False
4,12/5/2017,1.22550696109665,1.4941432197786373,-0.41278202536258557,-0.7476314026242011,0.36868115582681255,False,False
5,12/6/2017,1.0011487921996536,1.4104435547188363,1.0134189535716385,0.42921133200094636,1.8165512502965915,False,False
6,12/7/2017,0.4507774675252835,0.12158577526639405,-0.41278202536258557,-0.1557362584731802,-0.047196424499613296,False,False
7,12/8/2017,0.10122151570662002,-0.47338422146991604,-0.41278202536258557,-0.7972010271728318,-0.6558505915398518,False,False
8,12/9/2017,0.14550068177108572,-0.7347261826531623,1.1673205911481224,-0.8952213818577085,-0.6464644655949849,True,False
9,12/10/2017,-0.3242638511591915,-0.41456033099082434,-0.24280316314641495,-0.1740809226762166,-0.2902730194820735,True,False
10,12/11/2017,0.22189783448791758,-0.25052654684390385,-0.41278202536258557,-0.4355379239699901,-0.3810055702824565,False,False
11,12/12/2017,0.19819912589004174,0.3020083050194457,0.46528178188182057,-1.2121547293654866,0.0076763117934561444,False,False
12,12/13/2017,-1.107412622785059,-0.4528982894622796,-0.41278202536258557,1.8123990129098932,1.277450683206781,False,False
13,12/14/2017,-0.7405503771876778,-1.2142433197178304,-0.2076256459860757,-0.3083742729625586,0.7111544178664562,False,False
14,12/15/2017,-1.5564407856921922,-1.4690005170414724,-0.08148126804392154,-1.1587860679748092,-0.6495931742432732,False,False
15,12/16/2017,-1.2530349506167404,-0.7800878892415181,-0.30876100782205107,-0.4335863639483899,0.5106763944799316,True,False
16,12/17/2017,-0.36745162932768205,-0.8599830240713312,-0.41278202536258557,-1.2093184621340953,-1.3617353965730736,True,False
17,12/18/2017,-0.004487197644421668,-0.106247054275776,-0.2880117691845072,-1.4572706680783993,-1.1090320057497247,False,False
18,12/19/2017,0.8244998656115387,0.9834582004451933,-0.41278202536258557,-0.4405339176252852,0.4375127460891719,False,False
19,12/20/2017,0.7056944975090297,0.6757302360732099,-0.41278202536258557,0.12856700547345254,0.5056223266634662,False,False
20,12/21/2017,-0.26252247875947515,-0.4149993152481306,-0.41278202536258557,-1.0604274428861882,-1.176419576635951,False,False
21,12/22/2017,-0.07059412162797457,-0.31052106200913565,-0.41278202536258557,-0.7649352348157179,-1.0794296085389892,True,False
22,12/23/2017,0.3403913774772968,0.12348804038139792,1.478146934182058,-0.8846309161404942,-0.5307022456082884,True,False
23,12/24/2017,0.39574033505786566,0.19606677092276315,-0.3398161596901631,-0.4751415820083181,-0.446708451896527,True,False
24,12/25/2017,0.1928980989668374,-0.6706344810863952,0.3417482352914104,0.735398088989783,1.2589191012130692,True,False
25,12/26/2017,-0.8113346778681757,-1.183953405963667,-0.41278202536258557,0.2626521893574909,0.4777046187248849,True,False
