,date,minTemp,maxTemp,percipitation,wind,windGust
0,12/1/2017,276.6225,282.83250000000004,1.1650000000000003,1.5834375000000003,9.026666666666667
1,12/2/2017,271.56250000000006,280.6408333333334,0.0,1.0406944444444446,5.410000000000001
2,12/3/2017,273.24999999999994,280.64000000000004,0.0,0.5636111111111112,3.018333333333334
3,12/4/2017,272.3308333333333,282.0825,0.0,1.0794097222222223,4.966666666666666
4,12/5/2017,277.75416666666666,287.1866666666667,0.0,1.7636805555555555,11.631666666666668
5,12/6/2017,276.555,286.7100000000001,8.649166666666668,3.3340625000000004,16.645
6,12/7/2017,273.6133333333333,279.36999999999995,0.0,2.5535069444444445,10.191666666666668
7,12/8/2017,271.745,275.9816666666667,0.0,1.697534722222222,8.084166666666667
8,12/9/2017,271.98166666666674,274.49333333333334,9.582499999999998,1.566736111111111,8.116666666666665
9,12/10/2017,269.47083333333336,276.31666666666666,1.0308333333333333,2.529027777777778,9.350000000000001
10,12/11/2017,272.39000000000004,277.2508333333333,0.0,2.1801388888888886,9.035833333333334
11,12/12/2017,272.2633333333334,280.3975,5.325,1.1438194444444447,10.381666666666666
12,12/13/2017,265.28499999999997,276.0983333333333,0.0,5.179791666666667,14.778333333333336
13,12/14/2017,267.24583333333334,271.7625,1.2441666666666666,2.349826388888889,12.8175
14,12/15/2017,262.885,270.31166666666667,2.0091666666666668,1.2150347222222224,8.105833333333335
15,12/16/2017,264.5066666666667,274.23499999999996,0.6308333333333334,2.1827430555555556,12.123333333333333
16,12/17/2017,269.24000000000007,273.78000000000003,0.0,1.1476041666666668,5.640000000000001
17,12/18/2017,271.18000000000006,278.07249999999993,0.7566666666666666,0.8167361111111111,6.515
18,12/19/2017,275.61083333333335,284.27833333333336,0.0,2.173472222222222,11.87
19,12/20/2017,274.97583333333336,282.52583333333337,0.0,2.9328819444444445,12.105833333333335
20,12/21/2017,269.8008333333333,276.31416666666667,0.0,1.3462847222222223,6.281666666666666
21,12/22/2017,270.8266666666667,276.9091666666667,0.0,1.7405902777777778,6.617500000000001
22,12/23/2017,273.02333333333337,279.3808333333333,11.4675,1.580868055555556,8.5175
23,12/24/2017,273.3191666666667,279.7941666666666,0.44250000000000006,2.127291666666667,8.808333333333335
24,12/25/2017,272.23500000000007,274.85833333333335,4.575833333333334,3.7426388888888895,14.71416666666667
25,12/26/2017,266.8675,271.935,0.0,3.1118055555555557,12.009166666666665
26,12/27/2017,263.7391666666667,267.44166666666666,0.0,2.367534722222223,9.155833333333334
27,12/28/2017,260.1941666666667,264.90416666666664,0.0,3.338958333333333,11.850833333333332
28,12/29/2017,258.965,266.1025,0.0,2.2756250000000002,9.711666666666666
29,12/30/2017,260.6925,266.75666666666666,1.0666666666666669,1.1032291666666667,7.400000000000001
30,12/31/2017,259.7608333333333,263.72999999999996,0.0,2.940659722222223,10.704166666666666
31,1/1/2018,255.45749999999998,264.1433333333333,0.0,2.2187847222222223,11.323333333333332
32,1/2/2018,259.95666666666665,268.39750000000004,0.0,2.428715277777778,11.320833333333331
33,1/3/2018,260.5541666666667,269.9241666666666,0.0,1.5387152777777777,8.812500000000002
34,1/4/2018,265.9408333333334,268.28333333333336,15.370000000000003,5.379861111111112,21.195833333333333
35,1/5/2018,258.7616666666667,268.06166666666667,2.0758333333333336,5.866562500000001,17.468333333333334
36,1/6/2018,257.86083333333335,261.3383333333333,0.2616666666666667,5.134479166666668,14.321666666666665
37,1/7/2018,252.59916666666666,264.0975,0.0,1.6011805555555554,10.511666666666665
38,1/8/2018,261.4675,270.4216666666667,2.4525,2.750729166666668,9.9425
39,1/9/2018,269.6125,278.46666666666675,0.36833333333333335,2.738993055555556,12.929166666666667
40,1/10/2018,266.4483333333333,275.9891666666667,0.0,1.0996180555555555,8.764166666666666
41,1/11/2018,271.23333333333335,281.4741666666667,0.0,0.5880555555555557,3.1625
42,1/12/2018,277.41333333333336,286.97166666666664,16.476666666666667,2.2645486111111115,12.870833333333337
43,1/13/2018,269.4108333333333,286.1391666666667,10.634166666666665,3.4620486111111117,14.882500000000002
44,1/14/2018,261.3333333333333,268.43083333333334,0.0,4.088506944444446,14.705
45,1/15/2018,261.8908333333333,269.81166666666667,0.0,2.6701736111111107,9.538333333333332
46,1/16/2018,265.1408333333333,273.3833333333333,0.0,0.8576388888888888,6.2625
47,1/17/2018,271.05583333333334,274.6891666666666,4.718333333333334,1.461388888888889,9.893333333333334
48,1/18/2018,263.4375,271.2291666666667,0.0,2.3803819444444447,11.841666666666669
49,1/19/2018,264.865,274.54083333333335,0.0,1.1742708333333334,8.804166666666665
50,1/20/2018,271.4608333333333,281.86833333333334,0.0,2.324236111111111,14.673333333333332
51,1/21/2018,271.88666666666666,281.1191666666667,0.0,1.1613888888888888,7.739166666666667
52,1/22/2018,275.72166666666664,280.2733333333333,0.19333333333333336,1.1813541666666667,9.569166666666668
53,1/23/2018,276.64000000000004,286.2633333333334,8.575000000000003,2.2912500000000002,12.264166666666666
54,1/24/2018,272.1025,281.43083333333334,0.0,3.4206249999999994,11.685833333333333
55,1/25/2018,266.2108333333333,273.3808333333333,0.0,2.909166666666667,11.533333333333333
56,1/26/2018,265.21750000000003,274.7225,0.0,1.1113888888888892,7.920000000000001
57,1/27/2018,268.3808333333334,282.6975,0.0,1.3544097222222222,11.863333333333335
58,1/28/2018,279.6575,282.8466666666667,3.253333333333334,1.2665972222222222,10.428333333333333
59,1/29/2018,275.2058333333334,279.3833333333334,0.028333333333333332,2.6888888888888896,10.135
60,1/30/2018,270.545,275.7541666666667,1.6425,2.7772569444444444,11.478333333333333
61,1/31/2018,263.7941666666666,271.81333333333333,0.0,2.4156250000000004,13.133333333333333
62,2/1/2018,270.39000000000004,278.17249999999996,0.1775,1.6622222222222218,10.124166666666667
63,2/2/2018,265.18916666666667,275.6691666666667,8.2925,3.3371875000000006,15.660833333333334
64,2/3/2018,261.15666666666664,270.69750000000005,0.0,2.7550347222222222,15.604999999999999
65,2/4/2018,269.39166666666665,278.2216666666667,6.2575,1.9627083333333335,10.825833333333334
66,2/5/2018,270.5633333333334,279.31,19.284166666666668,3.3009375000000003,14.880833333333333
67,2/6/2018,265.93,274.5316666666667,0.018333333333333333,0.8657246376811594,5.991666666666667
68,2/7/2018,268.71,273.87333333333333,12.495833333333334,1.4489930555555557,9.5525
69,2/8/2018,268.0125,276.23999999999995,0.925,2.8697222222222223,13.630833333333337
70,2/9/2018,264.72666666666663,272.3183333333334,0.0,1.2561805555555556,7.708333333333332
71,2/10/2018,271.2191666666667,280.7291666666667,4.216666666666667,0.6343402777777778,6.719166666666666
72,2/11/2018,278.4775,282.9166666666667,27.554166666666667,0.9212152777777779,8.130833333333333
73,2/12/2018,275.4666666666667,286.16833333333335,0.5216666666666667,2.8293055555555555,13.625833333333338
74,2/13/2018,267.49666666666667,274.6908333333334,0.0,2.4960416666666667,10.978333333333333
75,2/14/2018,270.8908333333334,281.7991666666667,0.15083333333333335,1.311215277777778,10.734166666666667
76,2/15/2018,278.09083333333336,285.84833333333336,2.3175,1.3380555555555558,7.739999999999999
77,2/16/2018,279.585,285.84000000000003,4.2683333333333335,2.0112847222222228,14.559166666666668
78,2/17/2018,269.7433333333334,278.60833333333335,1.205,2.3174305555555557,12.523333333333333
79,2/18/2018,272.47499999999997,279.695,11.667499999999999,2.010763888888889,12.296666666666669
